,ItemNo,AItemName
1794,2656,"سكر سكين بارد 1/4-1""بلاستيك"
1795,2657,سكر زاوية 1/2 بينز
1796,2659,سخان 80 لترنايم فالنسيا خط 220
1797,266,"سكر ايطالي 2"" GS"
1798,2660,مفاصل باب خشب كبير
1799,2661,قفيز بلاستيك كهرباء علبة 22مم
1800,2658,فتحة صيانة التكيف 70*70 سم المنيوم
1801,2662,"قفيز مع ربر 10"""
1802,2663,"قفيز حديد مسمار 4"""
1803,2665,خلاط مغسلة طويل برونزى
1804,2667,اكسسوارحمام TH
1805,2669,"رداد ايطالى 4"""
1806,267,"سكر ايطالي 1"" GS"
1807,2670,فيش كمبيوترCat 6 بيج الفا
1808,2671,"شريط كروم 3/4"" 10 سم"
1809,2672,جلبة سنة تحويل 25*3/4
1810,2664,خلاط مجلة خرم 1رقم 304
1811,2666,صفاية المنيوم واطية صغير
1812,2668,مفتاح مكيف 7 *14 لجراند 617077
1813,2674,مغسلة دلاب 60 سم ابيض 246
1814,2675,ريشة +خابور طقم
1815,2676,خلاط مجلة خرم 1 OUSHI
1816,2677,سماع دش بدون لي NB
1817,2678,سماع دش مع لي NB
1818,2679,صفاية كروم 15*15سم برمNB
1819,2680,صفاية ستيل شبك 15*15سمNB
1820,2681,صفاية ستيل شبك 20*20سمNB
1821,2682,"ربر 2"" *1/2-1""اسود"
1822,2683,"شماسة 1/2""NB"
1823,2673,سكر سكين تحويل 25 ملى شدوصل
1824,268,"سكر انجليزى Beglar""1"
1825,2687,مغسلة دلاب ابيض 80 سمRF0022 ميلانو
1826,2688,مجلة كوري 150*60 سم
1827,2689,كرسى افرنجى ابيض 165*30 ستار بلس
1828,269,"سكر ايطالي 1"" LOGIC"
1829,2691,مغسلة دلاب استيل 70*45 -A-70 ستاربلس
1830,2692,جلبة بارد 160ملى ضغط عالى
1831,2684,مزراب 4 بوصة ذهبى NB
1832,2690,خلاط مغسلة طويل ذهبى توريما ايطالي
1833,2686,مغسلة دلاب سيجما 60 سم 603-02
1834,2685,مغسلة حوضين ابيض 120 سم
1835,2693,غطاء كرسى افرنجى 293 ستاربلس
1836,2695,"كوع ذكر 32*1""تركي"
1837,2696,سلسلة حديد 4 مم بالمتر
1838,2697,قسام كهرباء حديد100*80*25 سم
1839,2698,زاوية رخام
1840,270,"سكر ايطالي 1"" ONDA"
1841,2700,سكر تركي ظاهر90 ملي
1842,2701,براية 20*25 ملي تركى
1843,2702,براية 40*50 ملي تركى
1844,2703,براية 63*75 ملي تركى
1845,27,كرسى افرنجى ابيض2085 *30سم دائمند
1846,2699,تحويلة سيفون مخفي جروهي
1847,2694,مغسلة دلاب ابيض60 سمRF6075 ميلانو
1848,2704,لقمة لحام 20 ملى تركى
1849,2705,لقمة اصلاح خروم انابيب تركي
1850,2706,كرسى افرنجى ابيض 088 *25 ستار بلس
1851,2709,"سكر ايطالي 4"" رويال جيم"
1852,2710,هراب مجلة رخام شينل 3فتحة
1853,2712,دينمو 1/2 حصان باناسونيك
1854,2713,شبكة حرارى السهو 7 خط 110 المانى
1855,2714,شبكة حرارى السهو 8خط*40ملي 110 المانى
1856,2715,مغسلة بيج لمى  خزف
1857,2707,لي ماء 3/4*100 مترالعايد
1858,2711,مفتاح جرس باناسونيك ابيض عريض
1859,2716,مغسلة بيج تعليق502 مربع ستار بلس
1860,2717,"قسام سنة حار نحاس 3/4*1/2"" نامات"
1861,2718,"كوع جمل حار 3/4""نامات"
1862,2719,"جلبة حار3/4""نامات"
1863,272,خلاط دش اتوماتيك RHEIN-1
1864,2721,لمبة اصابع المانى 75 شمع 220
1865,2724,مفك 200*6
1866,2723,مفك 150*6
1867,2722,محش زراعي كبير
1868,2725,مفك 300*6
1869,2726,ريشة هيلتى 8*210 ملي
1870,2720,"شفاط 3/4"" يوربا"
1871,2728,جلمبواسود 225 ايطالي
1872,2729,جلمبواسود 275 ايطالي
1873,273,خلاط مجلة جدار ستاربلس
1874,2730,جلمبواسود 300 ايطالي
1875,2731,صفاية المنيوم 30*10سم صالح
1876,2732,عوامة مكيف صحراوى اخضر
1877,2733,"سكر زاوية 1/2"" KK"
1878,2734,"سكر زاوية 1/2"" QS"
1879,2727,ذراديا كبس صيني
1880,2735,كرسى افرنجى ابيض معلق 018 ستامينا
1881,2736,"جرس مدورصغير 4"""
1882,2737,"جرس مدوركبير 6"""
1883,2738,"جلبة بارد /1/2*2"" ضغط80"
1884,2739,ماسورة رمادى 250*11.9 ملي C-4نيبرو
1885,274,خلاط مغسلة اتوماتيك برونزى
1886,2740,"فلنجة 4"" بارد"
1887,2742,كرسى افرنجى ابيض سنى 30 سم
1888,2743,غطاء كرسى افرنجى عربى ستاربلس
1889,2744,مسمار صاج 4*6 علبة
1890,2745,كوع تحويل 40 ملى اسود
1891,2746,غراء حار 1كيلو 714 عرايب
1892,2747,غراء حار 1/2 كيلو 714 عرايب
1893,2748,غراء حار 1/4 كيلو 714 عرايب
1894,2741,لطش ليد 30 سم مدور
1895,2751,شبكة حرارى السهو6 خط 32 *90المانى
1896,2752,راس شطاف ابيض بينز
1897,2753,راس شطاف كروم بينز
1898,2754,"فلنجة 6"" بارد"
1899,2755,"فلنجة 3"" بارد"
1900,2756,صندوق خشب 97*27
1901,2749,شبكة حرارى السهو 20 خط 90 المانى
1902,2750,شطاف بولد
1903,275,خلاط مغسلة اتوماتيك صينى
1904,276,خلاط دش اتوماتيك REDBRONE
1905,2760,سدة تحويل 110 ملى
1906,2757,خزان معزول 500 لتر
1907,2761,مغسلة دلاب استيل 45*135 ذهبي ستاربلس
1908,2762,مغسلة دلاب استيل 45*70 ذهبي ستاربلس
1909,2763,مسمار غطاء المنيوم ربيتال
1910,2764,ماسورة رمادى 50 * 3.7 سابكو
1911,2765,قلب فلترATLAS كربون نشيط
1912,3127,مزراب 4 بوصة كروم
1913,2769,مغسلة دلاب استيل 80*45 -C2 ستاربلس
1914,277,خلاط مجلة اتوماتيك REDBRONE
1915,2770,جلبة ذكر تحويل 20*1/2
1916,2767,مزراب 4 بوصة ذهبى ستامينا
1917,742,غطاء زهر70*70سم شبك بلدية
1918,2771,واتر هيمرارستور واتس 1/2
1919,2772,غطاء كرسى افرنجى 165 ستاربلس
1920,2773,كرسى افرنجى ابيض سيمفوني خزف سعودي
1921,2774,مفتاح مجوز لجراند بني
1922,2775,مفتاح مفرد لجراند بني
1923,2776,فيش دش لجراند بني
1924,2777,فيش 13 امبير لجراند بيج
1925,278,خلاط مغسلة اتوماتيك REDBRONE
1926,2781,"مجرى سيول ربيتال 2"" بالمتر ريتالو"
1927,2780,شبكة حرارى قبلان 24خط 90*40 ملى معزول
1928,2784,سلك مبروم 4 مم * 4 خط
1929,2785,خلاط مغسلة سمارت ستار بلس
1930,2786,خلاط دش سمارت ستار بلس
1931,2789,صيدلية ستيل 2 باب 1031
1932,2788,صيدلية ستيل 1 باب صغير1071
1933,2782,كشاف ليد 150 وات
1934,465,"سكر انجليزى 1/4-1"" Beglar"
1935,279,خلاط دش اتوماتيك برونزى
1936,2792,خلاط مجلة خرم 1 سوبرستار بلس
1937,2793,اكسسوارحمام المنيوم 13137
1938,2790,صيدلية ستيل 2 باب كبير1052
1939,2795,قلب سكر تحويل 32 ملي
1940,2796,كرسى افرنجى ابيض شطاف 293*25 ستار بلس
1941,2797,"غطاس بيارة اسفا 2"" حصان"
1942,2799,خلاط مغسلة ليزر8826
1943,2791,صباب دش مخفي مربع 9103
1944,28,مروحة شفط 20 سم مدور تات220
1945,2800,مغسلة ابيض مربع K36 حامل ستيل ستاربلس
1946,2802,كيبل تري 10*5 سم
1947,2803,قسام قبلان 110 ملي
1948,2798,كرسى افرنجى ابيض معلق 2380 ائيديل
1949,2794,مغسلة ابيض M1602 حامل ستيل ستاربلس
1950,2804,ماسورة قبلان 110 ملى  طول 4 متر
1951,2805,جلبة قبلان 110 ملى
1952,2806,كرسى افرنجى ابيض 090*25 ستار بلس
1953,2808,كيبل تري 300*5 سم
1954,2801,"سكر زاوية 1/2"" JLH اسبانى"
1955,281,خلاط مغسلة CONKORD--DODO
1956,2811,لمبة زينة 7 لون 1 خط مع ريموت
1957,2815,كيبل 300*4 خط
1958,2807,خابور شنكار 10 مم
1959,2812,مفتاح رباعي  باناسونيك ابيض عريض
1960,2817,خلاط شطاف سمارت
1961,2818,سخان 50 لتر اكسل خط 220
1962,282,خلاط مغسلة اتوماتيك ALGA
1963,2810,لمبة زينة 7 لون 2 خط مع ريموت
1964,2814,كيبل 25 *4 خط الفنار
1965,2819,كيبل 35 *4 خط الفنار
1966,2820,حوض مغسلة كاونتر
1967,2821,سماع دش ستورم
1968,2823,سخان 80 لترنايم  هيتيكس خط 220
1969,2825,مغطس 171*86 دلمون
1970,2813,نحاس 50 ملى معزول
1971,2816,لي غسالة
1972,2826,"نقاص بارد 2""*1/2*2"" ضغط 80"
1973,2827,كيبل 50 *4 خط الفنار
1974,2829,ماسورة رمادى 110*5.3 الطيار
1975,283,خلاط مجلة اتوماتيك ALGA
1976,2830,"ماسورة بارد1/2-2"" نيبروضغط 80"
1977,2822,"ماسورة بارد 4"" نيبرو ضغط 80"
1978,2831,"قسام بارد 1/2-2""نيبروضغط 80"
1979,2832,"نقاص بارد 1/2-2""*1/2"" نيبرو"
1980,2833,"كوع  بارد 1/2-2""نيبروضغط 80"
1981,2834,"جلبة بارد 1/2-2""نيبروضغط 80"
1982,2835,"كوع فاتح بارد 1/2-2""نيبروضغط 80"
1983,2836,"جلبة سنة بارد 1/2-2""نيبروضغط 80"
1984,2837,صندوق خدمة 15*20*30
1985,2838,صندوق خدمة 20*30*40
1986,2839,بيدى بيج ستار بلس201-M
1987,284,خلاط مغسلة بارد ALPHA
1988,2840,لمبة اصابع الماني 30 *110 ابيض
1989,2844,لمبة هيلوجن 110 مباشر
1990,2845,مغسلة دلاب ابيض60 سمRF151 ميلانو
1991,2847,شبكة تحويل 50 ملي سكر ظاهر
1992,2848,ماسورة تحويل 32 ملى اسود
1993,2849,ماسورة تحويل 50 ملى اسود
1994,285,هراب مغسلة كروم ثقيل CHROME--L250
1995,2850,ماسورة تحويل 90 ملى اسود
1996,2851,جلبة تحويل 32 ملى اسود
1997,2852,جلبة تحويل 50 ملى اسود
1998,2853,جلبة ذكر تحويل 3*90 ملى اسود
1999,2854,قسام تحويل 90 ملى اسود
2000,2855,كوع تحويل 32 ملى اسود
2001,2856,كوع تحويل 50 ملى اسود
2002,2846,خلاط مجلة خرم 1 سنى 70177001
2003,2843,خلاط شطاف اتوماتيك كواليتي 40154000
2004,2842,خلاط مغسلة اتوماتيك كواليتي 10154000
2005,2841,خلاط دش اتوماتيك كواليتي 30154000
2006,2858,قسام تحويل 90*40 ملى اسود
2007,2859,سكر ظاهر تحويل 40 ملى
2008,286,سخان 30 لتر220 دلفى
2009,2860,ماسورة تحويل 40 ملى اسود
2010,2861,جلبة تحويل 40 ملى اسود
2011,2862,كوع تحويل 25 ملى اسود
2012,2863,جلبة ذكر تحويل 32*1 اسود
2013,2864,نقاص قبلان 110 *90 ملي
2014,2866,كوع تحويل 110 ملى
2015,2867,"منظم ضغط ايتاب 2"" ايطالي"
2016,2868,"سدة حار 1"" نامات"
2017,2857,قسام نقاص تحويل 90*50 ملى اسود
2018,2869,"كوع فاتح حار 1"" نامات"
2019,2870,"نقاص حار 1"" * 3/4"" نامات"
2020,2872,خلاط دش WSK303 ويجائي
2021,287,طبلون 4 مفتاح رئسان الترامع مفتاح كامل
2022,2865,خلاط مغسلة طويل اكوين 8251-1BJ
2023,2873,كفرعربية صب اسود
2024,2875,خلاط شطاف WSK302 ويجائي
2025,2876,سيفون افرنجي اطفال ستاربلس
2026,2877,سخان 50 لتر110 جودة
2027,2879,غطاء زهر70*70 مدور60 كيلو
2028,2878,سماع دش كوالتي
2029,2882,"غطاس اسفا 2"" حصان"
2030,2883,هراب مغسلة اتوماتيك بوسيني ايطالي
2031,2880,كيبل لكز 120 ملي
2032,2874,ريموت زينة
2033,2886,قلب سكر قبلان 25 ملي كوستا
2034,2887,"شدوصل اصلاح بارد 1"""
2035,2888,"شدوصل اصلاح بارد 3/4"""
2036,2889,شرائح برتقالي 6*8 ياردة
2037,289,خلاط مغسلة اتوماتيك AROMIX
2038,2890,"غطاس بيارة ستارايت 3/4"" حصان"
2039,288,طبلون 8 مفتاح  الترا رئيسان مع مفتاح كامل
2040,2881,يد باب ثابت ومتحرك 8060
2041,2892,فلنجة 90 ملي تحويل
2042,2893,سخان 50 لترنايم دلفي 220
2043,2894,غطاء حديد 9 سم
2044,2885,سكر سكين تحويل 40 ملى شدوصل
2045,2884,سكر زاوية 3/4 *1/2
2046,2895,سيفون كرسي افرنجي 1049
2047,2896,ازميل هيلتي تكسير17*400
2048,2897,مغسلة بيج 1/2 عمود 032 ستامينا
2049,2898,مغسلة ابيض 1/2 عمود H180
2050,2899,مغسلة ابيض B150
2051,29,مجلة المنيوم 50*80 سم
2052,290,خلاط مجلة جدارايروميكس
2053,2900,مغسلة ابيض B177
2054,2902,خلاط مغسلة قروهي بايو ايج 2332800
2055,2903,شبكة حراري تركى 19*90*40
2056,2901,كفوف برتقالى ثقيل
2057,2904,خلاط دش 2500-09 دائمند
2058,291,خلاط دش ايروميكس
2059,2907,خلاط مجلة جدار اتوماتيك اودرز ايطالي
2060,680,خلاط مغسلة هستا ايطالي
2061,2911,"سكر ايطالي 1"" ماسا"
2062,2912,كابينة زجاج مربع 80*120 سم
2063,2914,مفتاح طبلون 40 امبيررئيسان 1p
2064,2913,صفاية كروم بلاط 60*10 ستامينا
2065,2915,مفتاح طبلون 40 امبيررئيسان 3p
2066,2916,شدوصل تركي جهتين 20 مم
2067,2917,راس شاوركروم تريدكس مدور
2068,2918,راس شاوركروم تريدكس مربع
2069,2919,خلاط مجلة  جروهي 32918
2070,292,خلاط دش اتوماتيك ايطالي DUEGI
2071,2921,غطاء المونيوم شبك فتحة70*70سم ريبيتال
2072,2922,ماسورة رمادى 160*11.9 ملي نيبروC5
2073,2929,ابليك اسود مثلج 3737
2074,293,خلاط مجلة اتوماتيك ايطالي DUEGI
2075,2930,ابليك نحاسى مثلج 3737
2076,2931,"كوع فاتح غاز 3/4"""
2077,2932,صاعد نازل تركى 1001
2078,2933,صاعد نازل تركى 1007
2079,2927,كوخ نحاسى 2040
2080,2925,غطاء حديد كهرباء25 سم
2081,2926,غطاء حديد كهرباء 30 سم
2082,2923,غطاء حديد كهرباء15 سم
2083,2934,صبانة شبك 1 دور
2084,2935,ميزانية خلاط تركي 1/2*25 ملى
2085,2928,ابليك نحاسى مثلج 3736
2086,2936,قسام تحويل 90*32 ملى
2087,2939,علبة حديد7 سم مجوز الترا عميق
2088,2940,علبة حديد7 سم ثلاثى الترا عميق
2089,2941,علبة حديد7 سم رباعى الترا عميق
2090,2942,مغطس 75*170 ابيض بدرفوق بلاط
2091,294,خلاط مغسلة اتوماتيك ايطالي DUEGI
2092,2937,شدوصل تحويل من وسط نحاس 40 ملى
2093,2938,دفاش باب 40/65 سلفر
2094,2945,"شدوصل ذكر تحويل 40*1/4-1"""
2095,2944,طاسة دش مدور 20 سم ستار بلس
2096,2943,طاسة دش مربع 20 سم برونزو
2097,2946,لي مزرعة 32 ملي 16 بار
2098,2947,"ربر اسود من زهرالي بلاستيك 4"""
2099,2948,كرسى افرنجى ابيض 152*30 ستار بلس ابيض
2100,2949,كرسى افرنجى ابيض 080 معاقين ستار بلس
2101,2950,خلاط مغسلة ذهبى  ليما0114W-K0263
2102,2951,خلاط دش كروم ليما SL2051-K0191
2103,2952,خلاط مجلة جدارليما SL2052-،0190
2104,295,خلاط مغسلة اتوماتيك HESANIT
2105,2954,ماسورة ابيض 200 ملي خفيف
2106,2955,نحاس 16 مم Y&G
2107,2958,خلاط دش ابيض ليماK0137
2108,296,خلاط مجلة اتوماتيك HESANIT
2109,2960,خلاط دش نحاس ذهبى ليما7301-K0394
2110,2961,خلاط دش نحاس كروم ليما7301-K0393
2111,2963,خلاط مجلة جدارابيض كروم فورزةK0112
2112,2964,مجرى سيل 10 سم بالمتر
2113,2965,خلاط مجلة جدار نحاس ذهبى ليما7302-K0397
2114,2966,خلاط مجلة جدارنحاس كروم7302-K0396
2115,2967,خلاط مجلة جدار هيبا ذهبى ليماK0143
2116,2969,خلاط مغسلة هيبا ذهبى ليماK0147
2117,297,خلاط دش اتوماتيك HESANIT
2118,2970,خلاط مغسلة ذهبى ليماK0204-7402
2119,2971,خلاط مغسلة كروم ليماK0193-SL2065
2120,2973,فيش فورن 32 ايمبير
2121,2974,"جلبة نقاص بارد 110*4""ميتي ضغط80"
2122,2957,خلاط دش ايلايت 7002 الماني
2123,2975,"نيبل خزان نحاس 1"""
2124,2972,خلاط مغسلة مفرد كروم ليماK0279-SL252
2125,2976,"نيبل خزان نحاس 1/2-1"""
2126,2977,"نيبل خزان نحاس 2"""
